Age,Salaire_Mensuel,Profession,Type_de_Bien,Budget_Cible,Nb_Visites_Site,Source_Lead,Target,Total Time Spent on Website,Page Views Per Visit,City,Lead Origin,Last Activity,Last Notable Activity,Score_Lead,Target_Multiclasse,Ratio_Budget_Salaire,Score_Engagement
19,2500.0,Unemployed,Studio,245000.0,6.0,Google,1,919,6.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,98.0,6.638
19,4771.0,Unemployed,Studio,230958.0,10.0,Organic Search,0,194,5.0,Mumbai,API,Email Link Clicked,Modified,3,Tiede,48.40871934604905,6.888
71,2500.0,Unemployed,Appartement,243432.0,1.0,Organic Search,0,1173,1.0,Select,API,Converted to Lead,Modified,2,Tiede,97.3728,3.146
18,2500.0,Unemployed,Maison,448339.0,2.0,Google,0,351,2.0,Select,API,Email Opened,Email Opened,0,Froid,179.3356,2.302
36,6387.0,Unknown,Appartement,712368.0,12.0,Referral Sites,0,493,12.0,Thane & Outskirts,Landing Page Submission,Email Link Clicked,Email Link Clicked,2,Tiede,111.53405354626585,10.586
19,2943.0,Unemployed,Maison,162500.0,3.0,Direct Traffic,0,381,1.5,Thane & Outskirts,Landing Page Submission,Page Visited on Website,Page Visited on Website,1,Froid,55.21576622494054,2.7119999999999997
70,5653.0,Unknown,Studio,712940.0,2.0,Referral Sites,0,1944,2.0,Unknown,API,Email Opened,Email Opened,1,Froid,126.11710596143641,5.488
61,2500.0,Unemployed,Maison,322404.0,5.0,Google,0,65,5.0,Thane & Outskirts,Landing Page Submission,Unreachable,Modified,2,Tiede,128.9616,4.13
49,8924.0,Unknown,Villa,418347.0,7.0,Organic Search,0,1334,7.0,Mumbai,API,Email Opened,Modified,5,Chaud,46.878865979381445,8.268
87,6680.0,Unknown,Villa,619400.0,7.0,Google,0,615,7.0,Thane & Outskirts,API,Form Submitted on Website,Modified,3,Tiede,92.72455089820359,6.83
49,11784.0,Working Professional,Studio,540345.0,0.0,Reference,1,0,0.0,Mumbai,Lead Add Form,Email Opened,Email Opened,3,Tiede,45.854124236252545,0.0
85,4648.0,Unemployed,Terrain,383376.0,1.0,Google,0,250,1.0,Select,API,Email Bounced,Modified,1,Froid,82.48192771084338,1.3
72,6268.0,Unknown,Villa,377364.0,2.0,Direct Traffic,0,383,2.0,Other Metro Cities,Landing Page Submission,Email Link Clicked,Email Link Clicked,1,Froid,60.2048500319081,2.366
73,2500.0,Unemployed,Studio,383040.0,3.0,Welingak Website,1,1240,2.0,Mumbai,Lead Add Form,Unknown,Modified,2,Tiede,153.216,4.58
34,12011.0,Working Professional,Appartement,1369844.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,114.04912163849805,0.0
55,4702.0,Unemployed,Terrain,188900.0,3.0,Welingak Website,1,458,2.0,Select,Lead Add Form,Unknown,Modified,2,Tiede,40.17439387494683,3.016
41,2500.0,Unemployed,Villa,305016.0,3.0,Welingak Website,1,1060,2.0,Select,Lead Add Form,Unknown,Modified,2,Tiede,122.0064,4.220000000000001
86,4287.0,Unemployed,Studio,200214.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Modified,1,Froid,46.70258922323303,0.0
87,3710.0,Unemployed,Studio,445748.0,4.0,Referral Sites,0,904,4.0,Select,API,Olark Chat Conversation,Modified,1,Froid,120.1477088948787,5.008
28,6538.0,Unknown,Appartement,332200.0,1.0,Google,0,164,1.0,Unknown,API,Converted to Lead,Modified,1,Froid,50.8106454573264,1.1280000000000001
33,4803.0,Unemployed,Appartement,291726.0,2.0,Google,0,1793,2.0,Select,API,Converted to Lead,Modified,2,Tiede,60.73828856964397,5.186
90,3742.0,Unemployed,Terrain,285040.0,5.0,Organic Search,0,1841,5.0,Select,API,Olark Chat Conversation,Modified,4,Chaud,76.17316942811331,7.682
76,2500.0,Unemployed,Villa,142199.0,8.0,Organic Search,1,877,2.67,Select,API,Email Link Clicked,Email Link Clicked,3,Tiede,56.8796,6.555
87,2500.0,Unemployed,Studio,167544.0,0.0,Reference,1,0,0.0,Mumbai,Lead Add Form,Unreachable,Modified,2,Tiede,67.0176,0.0
20,2500.0,Unemployed,Terrain,380306.0,12.0,Organic Search,1,1411,6.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,4,Chaud,152.1224,10.622
37,4902.0,Unemployed,Terrain,372560.0,6.0,Organic Search,1,385,6.0,Thane & Outskirts,API,Converted to Lead,Modified,4,Chaud,76.0016319869441,5.57
76,5926.0,Unknown,Appartement,607477.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,102.51046236922039,0.0
53,8044.0,Unknown,Studio,560625.0,12.0,Google,0,68,1.71,Mumbai,API,Page Visited on Website,Modified,3,Tiede,69.6948035803083,6.649
36,8375.0,Unknown,Maison,847587.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,101.20441791044776,0.0
84,5985.0,Unknown,Appartement,599696.0,3.0,Google,0,192,3.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,1,Froid,100.1998329156224,2.784
36,7331.0,Unknown,Studio,454208.0,5.0,Google,0,309,5.0,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,3,Tiede,61.9571681898786,4.618
37,2972.0,Unemployed,Terrain,396720.0,3.0,Reference,1,785,2.0,Select,Lead Add Form,Approached upfront,Modified,1,Froid,133.485868102288,3.67
88,2936.0,Unemployed,Terrain,301896.0,4.0,Organic Search,0,342,4.0,Select,API,Email Opened,Modified,1,Froid,102.82561307901908,3.8840000000000003
69,2500.0,Unemployed,Villa,252500.0,2.0,Google,0,78,1.0,Select,API,Email Opened,Email Opened,0,Froid,101.0,1.456
50,7255.0,Unknown,Maison,753365.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,103.8407994486561,0.0
57,8436.0,Unknown,Appartement,757158.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,89.75320056899004,0.0
56,5538.0,Student,Villa,409478.0,5.0,Organic Search,1,1234,1.67,Thane & Outskirts,API,Email Opened,Email Opened,4,Chaud,73.93968941856266,5.468999999999999
18,2670.0,Unemployed,Villa,351581.0,8.0,Organic Search,0,14,8.0,Select,API,Olark Chat Conversation,Modified,2,Tiede,131.67827715355804,6.428
28,2500.0,Unemployed,Maison,239736.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,95.8944,0.0
74,3839.0,Unemployed,Appartement,199269.0,4.0,Referral Sites,0,77,4.0,Select,API,Unreachable,Modified,2,Tiede,51.90648606407919,3.354
67,2500.0,Unemployed,Appartement,190827.0,3.0,Referral Sites,1,1299,3.0,Select,API,Olark Chat Conversation,Modified,4,Chaud,76.3308,4.998
40,3516.0,Unemployed,Terrain,290116.0,0.0,Reference,1,0,0.0,Other Cities of Maharashtra,Lead Add Form,Email Opened,Email Opened,2,Tiede,82.51308304891923,0.0
48,4294.0,Unemployed,Appartement,496819.0,2.0,Referral Sites,0,457,2.0,Select,API,Email Opened,Modified,0,Froid,115.7007452258966,2.5140000000000002
59,2500.0,Unemployed,Villa,149800.0,5.0,Organic Search,0,358,5.0,Select,API,Page Visited on Website,Modified,3,Tiede,59.92,4.716
24,6888.0,Unknown,Terrain,730566.0,3.0,Direct Traffic,0,481,3.0,Other Cities,Landing Page Submission,Email Link Clicked,Email Link Clicked,1,Froid,106.06358885017421,3.362
33,2500.0,Unemployed,Appartement,254116.0,2.0,Direct Traffic,0,205,2.0,Select,API,Olark Chat Conversation,Modified,0,Froid,101.6464,2.0100000000000002
77,2500.0,Unemployed,Maison,350108.0,1.0,Direct Traffic,1,1106,1.0,Other Cities,Landing Page Submission,Converted to Lead,Modified,2,Tiede,140.0432,3.0120000000000005
19,4735.0,Unemployed,Villa,154124.0,9.0,Direct Traffic,1,1953,1.8,Thane & Outskirts,Landing Page Submission,Email Opened,Modified,4,Chaud,32.54994720168955,8.946000000000002
18,2500.0,Unemployed,Studio,246500.0,3.0,Reference,1,1070,2.0,Other Cities,Lead Add Form,Unknown,Modified,3,Tiede,98.6,4.24
65,3631.0,Unemployed,Maison,300242.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,82.68851556045166,0.0
29,6600.0,Unknown,Maison,662580.0,5.0,Google,0,207,2.5,Mumbai,Landing Page Submission,Form Submitted on Website,Modified,1,Froid,100.39090909090909,3.664
86,2500.0,Unemployed,Appartement,242150.0,2.0,Direct Traffic,1,1587,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,96.86,4.774
54,2500.0,Unemployed,Terrain,290000.0,2.0,Direct Traffic,1,1509,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,2,Tiede,116.0,4.618
49,4032.0,Unemployed,Terrain,225492.0,4.0,Organic Search,0,331,4.0,Select,API,Unreachable,Modified,2,Tiede,55.92559523809524,3.862
26,3113.0,Unemployed,Villa,308802.0,4.0,Direct Traffic,0,187,4.0,Mumbai,Landing Page Submission,Email Link Clicked,Modified,2,Tiede,99.19755862512046,3.5740000000000003
36,2500.0,Unemployed,Appartement,527510.0,3.0,Organic Search,1,1407,1.5,Select,API,Converted to Lead,Modified,2,Tiede,211.004,4.764
65,12651.0,Working Professional,Terrain,795839.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Modified,3,Tiede,62.90720101177772,0.0
20,3535.0,Unemployed,Studio,345564.0,1.0,Google,0,123,1.0,Other Cities,Landing Page Submission,Converted to Lead,Modified,1,Froid,97.75502121640736,1.046
37,3886.0,Unemployed,Appartement,284598.0,1.0,Organic Search,0,100,1.0,Select,API,Converted to Lead,Modified,1,Froid,73.23674729799279,1.0
41,2500.0,Unemployed,Appartement,142500.0,9.0,Direct Traffic,1,1164,4.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,5,Chaud,57.0,8.178
71,7089.0,Unknown,Terrain,372288.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,52.51629284807448,0.0
50,2500.0,Unemployed,Maison,388476.0,1.0,Direct Traffic,1,1362,1.0,Other Cities of Maharashtra,Landing Page Submission,Unreachable,Modified,2,Tiede,155.3904,3.524
41,7001.0,Unknown,Appartement,689214.0,7.0,Direct Traffic,0,1051,3.5,Unknown,API,Olark Chat Conversation,Modified,4,Chaud,98.44507927438937,6.651999999999999
89,4154.0,Unemployed,Maison,290000.0,2.0,Google,0,1816,2.0,Thane & Outskirts,Landing Page Submission,Converted to Lead,Modified,2,Tiede,69.81222917669716,5.232
53,2500.0,Unemployed,Villa,132500.0,7.0,Direct Traffic,0,74,2.33,Mumbai,Landing Page Submission,Unreachable,Modified,2,Tiede,53.0,4.3469999999999995
55,4580.0,Unemployed,Villa,276342.0,13.0,Organic Search,0,54,6.5,Select,API,Email Opened,Email Opened,3,Tiede,60.336681222707426,8.558
42,6576.0,Unknown,Terrain,554590.0,3.0,Direct Traffic,1,1183,3.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,4,Chaud,84.33546228710462,4.766
35,2600.0,Unemployed,Villa,219170.0,3.0,Direct Traffic,0,66,3.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,84.29615384615384,2.532
83,7241.0,Unknown,Terrain,629550.0,3.0,Olark Chat,0,1122,1.5,Unknown,API,Email Opened,Email Opened,2,Tiede,86.94241126916172,4.194
71,2500.0,Unemployed,Terrain,326672.0,6.0,Organic Search,0,135,6.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,130.6688,5.07
52,6839.0,Unknown,Maison,643692.0,9.0,Direct Traffic,0,307,1.8,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,2,Tiede,94.1207778915046,5.654
78,4369.0,Unemployed,Maison,375536.0,12.0,Organic Search,0,28,6.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,85.9546807049668,7.856
58,2500.0,Unemployed,Villa,208380.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,83.352,0.0
50,7386.0,Unknown,Maison,902757.0,5.0,google,0,306,5.0,Other Cities,Landing Page Submission,Page Visited on Website,Modified,2,Tiede,122.22542648253453,4.612
85,3712.0,Unemployed,Appartement,215000.0,7.0,Direct Traffic,1,116,7.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,57.92025862068966,5.832
50,4850.0,Unemployed,Studio,223280.0,2.0,Direct Traffic,0,1054,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,46.037113402061856,3.708
31,2550.0,Unemployed,Appartement,332119.0,3.0,Organic Search,1,195,3.0,Select,API,Converted to Lead,Modified,2,Tiede,130.24274509803922,2.79
38,6593.0,Unknown,Appartement,618102.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,93.75125132716518,0.0
65,13509.61,Working Professional,Terrain,821040.0,3.0,Google,1,732,3.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,4,Chaud,60.77451532649721,3.864
37,3485.0,Unemployed,Studio,291648.0,7.0,Olark Chat,0,1130,2.33,Mumbai,API,Page Visited on Website,Modified,3,Tiede,83.68665710186514,6.459
25,2888.0,Unemployed,Terrain,508387.0,13.0,Organic Search,0,594,4.33,Select,API,Had a Phone Conversation,Modified,2,Tiede,176.03427977839334,8.987
24,6829.0,Unknown,Maison,718116.0,5.0,Organic Search,0,1117,5.0,Unknown,API,Email Opened,Email Opened,3,Tiede,105.15683116122419,6.234
84,2647.0,Unemployed,Maison,285000.0,14.0,Referral Sites,0,354,14.0,Select,API,Unreachable,Modified,2,Tiede,107.66905931242917,11.908
34,2500.0,Unemployed,Studio,380640.0,3.0,Google,0,217,3.0,Select,API,Unreachable,Modified,1,Froid,152.256,2.834
50,2780.0,Unemployed,Villa,125000.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,44.96402877697842,0.0
65,4867.0,Unemployed,Maison,217500.0,5.0,Direct Traffic,1,1837,2.5,Thane & Outskirts,API,Email Opened,Email Opened,4,Chaud,44.68871995068831,6.924
76,6545.0,Unknown,Appartement,450486.0,1.0,Google,0,302,1.0,Thane & Outskirts,Landing Page Submission,Converted to Lead,Modified,1,Froid,68.82902979373567,1.4040000000000001
39,6488.0,Unknown,Studio,850680.0,6.0,Google,0,32,6.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,2,Tiede,131.11590628853267,4.864
47,3997.0,Unemployed,Studio,165000.0,1.0,Direct Traffic,0,1226,1.0,Tier II Cities,Landing Page Submission,Converted to Lead,Modified,2,Tiede,41.280960720540406,3.252
55,8099.0,Unknown,Maison,733159.0,4.0,Google,0,144,4.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,3,Tiede,90.52463267070009,3.488
68,3073.0,Unemployed,Maison,321332.0,2.0,Organic Search,1,631,1.0,Select,API,Olark Chat Conversation,Modified,1,Froid,104.56622193296452,2.5620000000000003
71,3571.0,Student,Terrain,552384.0,1.0,Direct Traffic,1,891,1.0,Other Cities of Maharashtra,Landing Page Submission,Converted to Lead,Modified,1,Froid,154.68608232987958,2.582
25,4242.0,Unemployed,Terrain,407868.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,96.14992927864215,0.0
44,8134.0,Unknown,Appartement,379533.0,3.0,Google,0,235,3.0,Unknown,API,Email Opened,Email Opened,3,Tiede,46.66006884681583,2.87
44,8268.0,Unknown,Studio,671953.0,2.0,Google,0,453,2.0,Mumbai,Landing Page Submission,Email Link Clicked,Modified,2,Tiede,81.27152878567973,2.5060000000000002
38,2706.0,Unemployed,Villa,149408.0,3.0,Referral Sites,0,60,1.5,Select,API,Page Visited on Website,Page Visited on Website,1,Froid,55.21359940872136,2.07
47,2958.0,Unemployed,Villa,362391.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,Email Opened,Modified,1,Froid,122.51217038539554,0.0
45,3654.0,Unemployed,Studio,337883.0,9.0,Organic Search,0,96,4.5,Select,API,Page Visited on Website,Modified,3,Tiede,92.46934865900383,6.042
81,2711.0,Unemployed,Appartement,182115.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,67.17631870158613,0.0
86,6275.0,Unknown,Terrain,390582.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,62.24414342629482,0.0
78,13509.61,Working Professional,Terrain,1337168.0,11.0,Referral Sites,1,825,11.0,Thane & Outskirts,API,Olark Chat Conversation,Modified,5,Chaud,98.97902308060706,10.450000000000001
65,7359.0,Unknown,Terrain,389700.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,52.95556461475744,0.0
36,3366.0,Unemployed,Villa,160000.0,11.0,Direct Traffic,0,10,5.5,Select,API,Page Visited on Website,Page Visited on Website,3,Tiede,47.534165181224004,7.17
21,2660.0,Unemployed,Villa,217500.0,3.0,Reference,1,1704,2.0,Select,Lead Add Form,Unknown,Modified,3,Tiede,81.76691729323308,5.508
52,3381.0,Unemployed,Appartement,432705.0,3.0,Organic Search,1,1154,1.0,Select,API,Olark Chat Conversation,Modified,2,Tiede,127.98136645962732,4.108
81,4445.0,Unemployed,Villa,237500.0,3.0,Reference,1,1262,2.0,Other Cities of Maharashtra,Lead Add Form,Unknown,Modified,3,Tiede,53.43082114735658,4.6240000000000006
66,12883.0,Working Professional,Maison,1111800.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,3,Tiede,86.29977489715128,0.0
34,4154.0,Unemployed,Villa,187500.0,6.0,Referral Sites,1,104,3.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,4,Chaud,45.137217140105925,4.108
61,8385.0,Unknown,Terrain,637230.0,3.0,Google,0,331,3.0,Unknown,API,Email Opened,Email Opened,3,Tiede,75.99642218246869,3.062
47,3280.0,Unemployed,Appartement,443932.0,5.0,Google,0,294,2.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,135.3451219512195,3.838
63,6101.0,Unknown,Studio,868393.0,5.0,Organic Search,0,345,5.0,Unknown,API,Email Opened,Email Opened,2,Tiede,142.33617439763972,4.69
23,7094.0,Unknown,Studio,404487.0,2.0,Google,0,172,2.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,57.01818438116718,1.9440000000000002
54,3950.0,Unemployed,Appartement,339675.0,4.0,Google,1,228,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,3,Tiede,85.99367088607595,3.656
41,6039.0,Unknown,Maison,809870.0,5.0,Organic Search,0,26,5.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,134.10664017221393,4.052
63,6595.0,Unknown,Studio,730312.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,110.73722517058377,0.0
70,7305.0,Unknown,Terrain,653735.0,4.0,Referral Sites,0,436,4.0,Unknown,API,Email Link Clicked,Email Link Clicked,2,Tiede,89.49144421629022,4.072
77,5523.0,Unknown,Studio,427560.0,5.0,google,0,1008,5.0,Unknown,Landing Page Submission,Page Visited on Website,Modified,4,Chaud,77.41444866920152,6.016
80,2500.0,Unemployed,Studio,429480.0,17.0,Referral Sites,0,71,3.4,Other Cities of Maharashtra,Landing Page Submission,Unreachable,Modified,2,Tiede,171.792,9.661999999999999
49,3335.0,Unemployed,Terrain,256759.0,8.0,Google,0,43,8.0,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,3,Tiede,76.98920539730135,6.486000000000001
50,2579.0,Unemployed,Villa,187500.0,4.0,Google,0,294,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,72.70259790616518,3.7880000000000003
84,6485.0,Unknown,Maison,996464.0,2.0,Organic Search,0,1528,1.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,153.6567463377024,4.356
35,5722.0,Unknown,Terrain,680935.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,0,Froid,119.00297098916462,0.0
42,5678.0,Unknown,Terrain,651160.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,0,Froid,114.68122578372666,0.0
71,4347.0,Unemployed,Appartement,230580.0,1.0,Referral Sites,0,213,1.0,Select,API,Converted to Lead,Modified,1,Froid,53.04347826086956,1.226
75,12981.0,Working Professional,Maison,747653.0,4.0,Organic Search,1,31,1.33,Other Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,57.59594792388876,2.461
84,7460.0,Unknown,Villa,531904.0,3.0,Google,0,389,3.0,Unknown,API,Email Opened,Email Opened,2,Tiede,71.30080428954423,3.178
63,6973.0,Unknown,Terrain,467610.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,67.06008891438405,0.0
41,6292.0,Unknown,Villa,685860.0,4.0,Google,0,97,4.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,109.00508582326763,3.394
49,6383.0,Unknown,Terrain,636000.0,13.0,Direct Traffic,0,194,13.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,99.63966786777378,10.788
64,4039.0,Unemployed,Terrain,220913.0,2.0,Direct Traffic,1,526,2.0,Select,Landing Page Submission,Form Submitted on Website,Modified,2,Tiede,54.69497400346621,2.652
40,6712.0,Unknown,Appartement,426702.0,10.0,Google,0,11,10.0,Unknown,API,View in browser link Clicked,Modified,3,Tiede,63.57300357568534,8.022
83,7101.0,Unknown,Studio,548652.0,5.0,Organic Search,0,297,2.5,Unknown,API,Email Link Clicked,Email Link Clicked,2,Tiede,77.26404731727925,3.8440000000000003
44,2500.0,Unemployed,Maison,175000.0,4.0,Direct Traffic,0,174,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,70.0,3.548
19,2500.0,Unemployed,Appartement,504933.0,4.0,Organic Search,0,12,4.0,Other Cities,Landing Page Submission,Page Visited on Website,Modified,1,Froid,201.9732,3.224
34,2500.0,Unemployed,Villa,480799.0,5.0,Direct Traffic,1,254,1.25,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,192.3196,3.383
50,4820.0,Unemployed,Terrain,320166.0,3.0,Reference,1,803,2.0,Mumbai,Lead Add Form,Unknown,Modified,2,Tiede,66.42448132780083,3.706
26,8196.0,Unknown,Terrain,587440.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,71.67398731088336,0.0
60,2687.0,Unemployed,Maison,240000.0,4.0,Google,1,595,4.0,Thane & Outskirts,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,89.3189430591738,4.390000000000001
65,6778.0,Unknown,Appartement,703508.0,7.0,Referral Sites,0,250,2.33,Unknown,API,Email Opened,Email Opened,1,Froid,103.79285925051637,4.699
