split,prospect_id,video_id,label
train,tabular_001521,vid9,
train,tabular_005469,cold_16,
train,tabular_000652,cold_10,
train,tabular_006637,hot_15,
train,tabular_004793,cold_14,
train,tabular_005743,vid27,
train,tabular_000007,vid13,
train,tabular_001306,vid12,
train,tabular_007261,cold_12,
train,tabular_004400,hot_28,
train,tabular_008260,cold_10,
train,tabular_005177,cold_27,
train,tabular_003962,vid10,
train,tabular_006005,cold_17,
train,tabular_004449,cold_09,
train,tabular_006047,vid34,
train,tabular_006466,vid23,
train,tabular_002498,hot_16,
train,tabular_006291,hot_05,
train,tabular_006694,vid25,
train,tabular_005704,cold_35,
train,tabular_000987,cold_07,
train,tabular_003885,vid14,
train,tabular_006956,cold_24,
train,tabular_006753,cold_15,
train,tabular_007126,vid11,
train,tabular_008192,cold_17,
train,tabular_003120,vid21,
train,tabular_001033,hot_30,
train,tabular_006766,cold_22,
train,tabular_005827,hot_29,
train,tabular_002129,hot_33,
train,tabular_002988,vid15,
train,tabular_006426,vid6,
train,tabular_002423,cold_08,
train,tabular_004780,vid10,
train,tabular_007655,cold_29,
train,tabular_005137,cold_12,
train,tabular_008399,hot_20,
train,tabular_007249,vid28,
train,tabular_004734,cold_32,
train,tabular_000822,vid22,
train,tabular_007650,cold_28,
train,tabular_000227,hot_08,
train,tabular_004288,vid19,
train,tabular_007190,vid6,
train,tabular_003847,vid4,
train,tabular_009189,vid7,
train,tabular_003354,vid26,
train,tabular_008866,hot_01,
train,tabular_005429,vid12,
train,tabular_006183,hot_33,
train,tabular_002186,vid11,
train,tabular_009005,cold_03,
train,tabular_007387,cold_29,
train,tabular_006723,hot_31,
train,tabular_003360,vid29,
train,tabular_006328,cold_17,
train,tabular_005119,vid18,
train,tabular_006862,cold_22,
train,tabular_007847,cold_04,
train,tabular_008654,vid32,
train,tabular_000489,vid21,
train,tabular_006374,vid15,
train,tabular_000345,cold_35,
train,tabular_004853,vid19,
train,tabular_004425,vid24,
train,tabular_000715,vid32,
train,tabular_002708,vid31,
train,tabular_002526,vid26,
train,tabular_003281,vid25,
train,tabular_006891,vid18,
train,tabular_005821,vid8,
train,tabular_008347,cold_15,
train,tabular_001832,hot_26,
train,tabular_002799,vid1,
train,tabular_005517,hot_26,
train,tabular_001715,hot_02,
train,tabular_001267,vid21,
train,tabular_002472,vid30,
train,tabular_004647,vid32,
train,tabular_006122,cold_29,
train,tabular_007496,vid15,
train,tabular_000418,vid18,
train,tabular_000298,cold_22,
train,tabular_008941,cold_06,
train,tabular_004861,hot_24,
train,tabular_007392,vid29,
train,tabular_008597,vid6,
train,tabular_002387,hot_32,
train,tabular_006772,vid23,
train,tabular_004927,hot_35,
train,tabular_000033,cold_10,
train,tabular_004922,cold_12,
train,tabular_000185,vid34,
train,tabular_001297,vid6,
train,tabular_008576,cold_30,
train,tabular_008829,cold_26,
train,tabular_001320,hot_33,
train,tabular_006102,hot_24,
train,tabular_003820,vid25,
train,tabular_006786,vid30,
train,tabular_002407,cold_03,
train,tabular_004055,cold_13,
train,tabular_000802,hot_17,
train,tabular_001257,cold_16,
train,tabular_003515,vid13,
train,tabular_006567,cold_13,
train,tabular_006142,cold_35,
train,tabular_006710,vid34,
train,tabular_007731,cold_26,
train,tabular_008557,vid2,
train,tabular_002536,vid31,
train,tabular_004135,hot_12,
train,tabular_006127,vid11,
train,tabular_002672,vid9,
train,tabular_003878,cold_11,
train,tabular_002497,cold_30,
train,tabular_000820,hot_20,
train,tabular_006085,cold_13,
train,tabular_000855,hot_27,
train,tabular_001018,vid17,
train,tabular_005059,vid26,
train,tabular_003564,vid30,
train,tabular_000021,cold_06,
train,tabular_000171,cold_15,
train,tabular_007114,vid7,
train,tabular_008818,cold_23,
train,tabular_000193,cold_22,
train,tabular_000731,cold_04,
train,tabular_002014,vid26,
train,tabular_002227,vid32,
train,tabular_006428,hot_28,
train,tabular_004972,hot_12,
train,tabular_006204,cold_27,
train,tabular_003952,hot_12,
train,tabular_005809,vid34,
train,tabular_006141,cold_34,
train,tabular_001797,cold_13,
train,tabular_007223,vid18,
train,tabular_003932,cold_34,
train,tabular_005175,cold_26,
train,tabular_003395,cold_13,
train,tabular_004457,cold_10,
train,tabular_008528,cold_12,
train,tabular_003757,vid21,
train,tabular_005936,vid14,
train,tabular_002190,cold_04,
train,tabular_000981,vid5,
train,tabular_003445,vid6,
train,tabular_000983,hot_18,
train,tabular_000992,cold_11,
train,tabular_009022,vid30,
train,tabular_001402,vid25,
train,tabular_002319,cold_11,
train,tabular_003741,vid13,
train,tabular_000909,vid30,
train,tabular_001504,vid30,
train,tabular_003481,vid24,
train,tabular_000233,vid24,
train,tabular_004660,vid10,
train,tabular_007088,vid30,
train,tabular_005839,cold_12,
train,tabular_003907,cold_26,
train,tabular_005045,vid19,
train,tabular_009235,vid25,
train,tabular_002558,vid1,
train,tabular_005877,vid24,
train,tabular_002012,hot_12,
train,tabular_005424,vid8,
train,tabular_000122,hot_28,
train,tabular_002443,cold_15,
train,tabular_005937,vid15,
train,tabular_001800,cold_15,
train,tabular_007798,cold_14,
train,tabular_007536,cold_11,
train,tabular_001953,vid27,
train,tabular_002734,cold_27,
train,tabular_002517,cold_35,
train,tabular_005862,cold_26,
train,tabular_000869,hot_29,
train,tabular_002638,cold_01,
train,tabular_004547,hot_13,
train,tabular_007826,vid21,
train,tabular_008191,cold_16,
train,tabular_007877,vid16,
train,tabular_000948,vid15,
train,tabular_002904,cold_01,
train,tabular_005963,cold_35,
train,tabular_003129,cold_03,
train,tabular_002011,vid24,
train,tabular_001467,cold_12,
train,tabular_001091,vid20,
train,tabular_007307,vid2,
train,tabular_004499,vid25,
train,tabular_000360,cold_09,
train,tabular_007735,vid16,
train,tabular_002606,hot_01,
train,tabular_005308,vid16,
train,tabular_002083,vid25,
train,tabular_007760,cold_04,
train,tabular_006787,vid31,
train,tabular_000041,vid27,
train,tabular_007304,cold_31,
train,tabular_007990,cold_16,
train,tabular_009037,vid7,
train,tabular_008739,vid8,
train,tabular_002935,vid24,
train,tabular_004854,vid2,
train,tabular_002810,vid17,
train,tabular_004666,vid14,
train,tabular_003427,vid28,
train,tabular_001720,vid11,
train,tabular_005038,hot_27,
train,tabular_000605,cold_31,
train,tabular_006093,vid27,
train,tabular_001872,cold_02,
train,tabular_008083,vid27,
train,tabular_002318,vid12,
train,tabular_005467,hot_18,
train,tabular_008005,cold_21,
train,tabular_002103,vid34,
train,tabular_008131,vid32,
train,tabular_000940,hot_09,
train,tabular_002840,vid4,
train,tabular_000884,vid2,
train,tabular_002015,vid27,
train,tabular_007607,vid27,
train,tabular_000989,cold_09,
train,tabular_004447,vid35,
train,tabular_005575,cold_19,
train,tabular_004585,hot_21,
train,tabular_008604,cold_04,
train,tabular_006582,vid8,
train,tabular_005693,vid4,
train,tabular_004707,vid7,
train,tabular_000337,vid16,
train,tabular_002501,hot_18,
train,tabular_006752,hot_01,
train,tabular_005148,vid32,
train,tabular_006002,cold_15,
train,tabular_003846,vid35,
train,tabular_000166,vid24,
train,tabular_008937,cold_03,
train,tabular_005471,hot_19,
train,tabular_007498,vid16,
train,tabular_004985,hot_16,
train,tabular_003433,vid31,
train,tabular_004010,hot_26,
train,tabular_002452,vid2,
train,tabular_005103,cold_29,
train,tabular_003905,vid21,
train,tabular_001225,cold_29,
train,tabular_005765,vid6,
train,tabular_008694,cold_02,
train,tabular_003441,vid4,
train,tabular_003685,cold_13,
train,tabular_009226,cold_15,
train,tabular_002128,cold_22,
train,tabular_006396,vid28,
train,tabular_000468,vid13,
train,tabular_000018,vid17,
train,tabular_007788,vid10,
train,tabular_002754,cold_34,
train,tabular_000346,hot_25,
train,tabular_008904,vid21,
train,tabular_001864,cold_34,
train,tabular_007534,cold_10,
train,tabular_005053,vid23,
train,tabular_001516,vid5,
train,tabular_006401,vid29,
train,tabular_006386,vid22,
train,tabular_001701,hot_35,
train,tabular_002004,cold_14,
train,tabular_000240,vid29,
train,tabular_001941,cold_26,
train,tabular_000663,vid8,
train,tabular_007486,cold_26,
train,tabular_008697,vid21,
train,tabular_007739,cold_30,
train,tabular_000282,vid19,
train,tabular_006830,hot_17,
train,tabular_004735,vid19,
train,tabular_008627,cold_10,
train,tabular_006482,vid27,
train,tabular_004243,hot_01,
train,tabular_005131,vid25,
train,tabular_005541,vid30,
train,tabular_005778,vid10,
train,tabular_001302,vid1,
train,tabular_003283,vid26,
train,tabular_008730,vid4,
train,tabular_008501,vid26,
train,tabular_003081,cold_19,
train,tabular_006987,vid24,
train,tabular_004945,vid4,
train,tabular_002713,vid35,
train,tabular_009173,vid3,
train,tabular_000131,vid1,
train,tabular_005619,cold_02,
train,tabular_002763,vid25,
train,tabular_006669,vid16,
train,tabular_002395,vid21,
train,tabular_003112,cold_30,
train,tabular_000384,cold_16,
train,tabular_006370,vid13,
train,tabular_002177,vid7,
train,tabular_006014,cold_21,
train,tabular_000493,cold_24,
train,tabular_008518,cold_10,
train,tabular_005393,cold_24,
train,tabular_008503,cold_03,
train,tabular_004013,hot_27,
train,tabular_005968,cold_02,
train,tabular_002907,cold_02,
train,tabular_006025,cold_24,
train,tabular_002492,vid1,
train,tabular_008056,vid10,
train,tabular_004346,cold_07,
train,tabular_008611,vid14,
train,tabular_004593,vid8,
train,tabular_007036,cold_32,
train,tabular_003569,cold_33,
train,tabular_004720,hot_02,
train,tabular_006432,vid9,
train,tabular_006566,vid30,
train,tabular_007934,cold_29,
train,tabular_002671,hot_07,
train,tabular_008057,vid11,
train,tabular_004730,vid16,
train,tabular_004165,cold_21,
train,tabular_004500,cold_28,
train,tabular_004011,cold_33,
train,tabular_000475,cold_13,
train,tabular_003058,vid20,
train,tabular_006737,vid14,
train,tabular_005606,vid29,
train,tabular_007194,hot_32,
train,tabular_000942,vid11,
train,tabular_006234,cold_11,
train,tabular_004619,cold_30,
train,tabular_004277,cold_19,
train,tabular_000579,vid30,
train,tabular_001771,hot_14,
train,tabular_003707,cold_20,
train,tabular_004162,vid28,
train,tabular_004126,hot_09,
train,tabular_002484,hot_14,
train,tabular_006656,vid11,
train,tabular_004009,vid28,
train,tabular_000965,hot_15,
train,tabular_008480,vid15,
train,tabular_004531,vid12,
train,tabular_000265,hot_13,
train,tabular_002164,vid32,
train,tabular_000768,vid29,
train,tabular_006675,vid2,
train,tabular_004792,vid19,
train,tabular_000934,cold_33,
train,tabular_007032,cold_31,
train,tabular_005793,vid2,
train,tabular_002783,vid34,
train,tabular_004869,hot_29,
train,tabular_007310,vid21,
train,tabular_005850,cold_19,
train,tabular_003373,cold_04,
train,tabular_007687,vid25,
train,tabular_008968,cold_19,
train,tabular_002447,vid17,
train,tabular_006890,cold_31,
train,tabular_006382,vid2,
train,tabular_003708,cold_21,
train,tabular_004117,hot_07,
train,tabular_000913,vid32,
train,tabular_001515,cold_28,
train,tabular_000354,vid21,
train,tabular_001473,vid21,
train,tabular_007657,vid17,
train,tabular_008741,cold_25,
train,tabular_000422,cold_33,
train,tabular_009071,cold_22,
train,tabular_000445,cold_05,
train,tabular_002878,vid26,
train,tabular_004678,hot_33,
train,tabular_004241,hot_35,
train,tabular_003532,cold_17,
train,tabular_000403,cold_24,
train,tabular_003886,vid15,
train,tabular_005063,vid29,
train,tabular_008869,cold_06,
train,tabular_003066,vid23,
train,tabular_005355,hot_34,
train,tabular_005316,vid2,
train,tabular_004122,vid11,
train,tabular_005401,vid28,
train,tabular_000338,vid17,
train,tabular_005209,vid28,
train,tabular_006477,cold_08,
train,tabular_008726,cold_19,
train,tabular_006954,vid14,
train,tabular_001546,cold_02,
train,tabular_007503,cold_30,
train,tabular_004950,hot_05,
train,tabular_001927,vid13,
train,tabular_000609,vid1,
train,tabular_006438,cold_27,
train,tabular_001685,vid25,
train,tabular_004049,vid11,
train,tabular_006724,cold_02,
train,tabular_005570,cold_15,
train,tabular_004255,cold_14,
train,tabular_002384,cold_34,
train,tabular_004689,vid26,
train,tabular_006581,vid7,
train,tabular_004569,vid27,
train,tabular_007409,vid8,
train,tabular_006037,cold_29,
train,tabular_008275,cold_16,
train,tabular_005199,vid24,
train,tabular_005611,vid32,
train,tabular_008111,vid18,
train,tabular_004252,cold_13,
train,tabular_000590,cold_20,
train,tabular_009074,cold_24,
train,tabular_004102,cold_34,
train,tabular_002236,hot_16,
train,tabular_007023,cold_24,
train,tabular_001195,cold_17,
train,tabular_007254,vid31,
train,tabular_000213,vid12,
train,tabular_000886,vid20,
train,tabular_003253,cold_18,
train,tabular_000925,vid7,
train,tabular_003477,hot_13,
train,tabular_007412,cold_03,
train,tabular_000429,vid25,
train,tabular_005577,vid14,
train,tabular_000389,vid1,
train,tabular_007805,vid16,
train,tabular_003455,vid10,
train,tabular_000695,vid21,
train,tabular_001489,vid25,
train,tabular_007274,hot_16,
train,tabular_003350,cold_30,
train,tabular_005327,hot_27,
train,tabular_004407,vid14,
train,tabular_005880,vid26,
train,tabular_006390,cold_05,
train,tabular_000806,vid15,
train,tabular_006489,vid29,
train,tabular_007816,vid19,
train,tabular_003736,cold_31,
train,tabular_005151,cold_17,
train,tabular_006969,vid18,
train,tabular_000564,cold_09,
train,tabular_006129,cold_31,
train,tabular_004509,vid3,
train,tabular_000318,hot_20,
train,tabular_003041,cold_09,
train,tabular_006462,vid20,
train,tabular_003314,hot_26,
train,tabular_005635,cold_09,
train,tabular_005352,vid6,
train,tabular_000842,cold_33,
train,tabular_002245,hot_18,
train,tabular_005307,vid15,
train,tabular_004908,vid14,
train,tabular_000653,cold_11,
train,tabular_001014,cold_17,
train,tabular_006685,hot_23,
train,tabular_006107,cold_22,
train,tabular_002520,hot_21,
train,tabular_004261,cold_15,
train,tabular_004556,hot_17,
train,tabular_001187,hot_14,
train,tabular_001283,cold_25,
train,tabular_008969,vid14,
train,tabular_009099,cold_02,
train,tabular_009049,vid12,
train,tabular_002296,vid34,
train,tabular_006801,vid6,
train,tabular_002448,hot_10,
train,tabular_002553,vid9,
train,tabular_006331,hot_17,
train,tabular_007874,vid14,
train,tabular_006903,cold_01,
train,tabular_002070,vid2,
train,tabular_008144,hot_16,
train,tabular_000036,vid24,
train,tabular_007822,cold_28,
train,tabular_001677,hot_32,
train,tabular_006175,cold_12,
train,tabular_004862,vid23,
train,tabular_004440,vid3,
train,tabular_002527,vid27,
train,tabular_007565,cold_25,
train,tabular_003892,vid17,
train,tabular_001420,hot_15,
train,tabular_002090,vid28,
train,tabular_002636,vid20,
train,tabular_003875,cold_09,
train,tabular_002820,vid25,
train,tabular_000109,vid28,
train,tabular_003572,cold_34,
train,tabular_004427,vid25,
train,tabular_001068,vid9,
train,tabular_003447,vid8,
train,tabular_001140,vid9,
train,tabular_006377,cold_35,
train,tabular_000810,vid18,
train,tabular_004764,cold_06,
train,tabular_006642,cold_10,
train,tabular_002279,cold_31,
train,tabular_001987,vid13,
train,tabular_004267,vid1,
train,tabular_006548,vid26,
train,tabular_006995,hot_32,
train,tabular_003370,cold_02,
train,tabular_007699,cold_16,
train,tabular_008211,hot_27,
train,tabular_007748,cold_01,
train,tabular_008121,vid27,
train,tabular_005872,hot_34,
train,tabular_005218,vid4,
train,tabular_008952,vid9,
train,tabular_008128,cold_17,
train,tabular_003730,cold_29,
train,tabular_000732,vid9,
train,tabular_007577,cold_30,
train,tabular_001453,vid13,
train,tabular_005556,vid9,
train,tabular_007447,vid21,
train,tabular_003873,cold_07,
train,tabular_006761,hot_04,
train,tabular_008498,cold_01,
train,tabular_007050,cold_02,
train,tabular_002410,vid30,
train,tabular_002329,cold_14,
train,tabular_003517,vid15,
train,tabular_001107,cold_14,
train,tabular_005051,hot_29,
train,tabular_002184,cold_02,
train,tabular_002217,vid28,
train,tabular_000771,cold_15,
train,tabular_001577,hot_19,
train,tabular_008106,hot_15,
train,tabular_001543,hot_13,
train,tabular_001386,cold_24,
train,tabular_000779,vid32,
train,tabular_009008,cold_06,
train,tabular_000173,hot_35,
train,tabular_008858,vid35,
train,tabular_006745,cold_10,
train,tabular_000494,cold_25,
train,tabular_002709,hot_11,
train,tabular_000278,vid17,
train,tabular_001974,vid8,
train,tabular_006326,hot_16,
train,tabular_008661,vid35,
train,tabular_001448,vid11,
train,tabular_003149,vid30,
train,tabular_003588,vid1,
train,tabular_005007,vid32,
train,tabular_000977,vid34,
train,tabular_003206,cold_01,
train,tabular_003834,vid30,
train,tabular_001513,vid4,
train,tabular_004923,vid22,
train,tabular_002493,vid10,
train,tabular_003490,vid30,
train,tabular_003296,vid32,
train,tabular_001206,vid31,
train,tabular_002200,cold_08,
train,tabular_006254,vid31,
train,tabular_001848,vid10,
train,tabular_006779,hot_06,
train,tabular_000578,cold_13,
train,tabular_000575,vid3,
train,tabular_002936,hot_12,
train,tabular_003403,vid14,
train,tabular_001559,hot_17,
train,tabular_005442,vid17,
train,tabular_004398,vid11,
train,tabular_007489,cold_27,
train,tabular_001665,cold_08,
train,tabular_000376,vid32,
train,tabular_003411,vid18,
train,tabular_003501,vid7,
train,tabular_001809,vid2,
train,tabular_004434,cold_03,
train,tabular_007012,cold_18,
train,tabular_002248,vid12,
train,tabular_003866,cold_01,
train,tabular_000194,cold_23,
train,tabular_003574,vid4,
train,tabular_000396,cold_20,
train,tabular_001125,cold_22,
train,tabular_007049,hot_05,
train,tabular_006629,cold_05,
train,tabular_000347,cold_01,
train,tabular_007501,vid17,
train,tabular_002196,hot_09,
